,id,denv,ev,hav,hcv,rv,wang_229E,wang_OC43,wang_SARS_COV2,sch_229E,sch_OC43,sch_SARS_COV2_33C,sch_SARS_COV2_37C
16595,TRIB2,-5.5736,-4.9512,-0.29406,-0.66954,-0.083625,0.016821,-0.0062438,0.35434,-3.6552,0.30821,-0.33546,-0.16384
16596,TRIB3,-4.0251,-4.9719,-0.19777,-0.41777,-0.069714,0.097402,-0.074744,0.091334,0.82681,-0.59794,0.27066,0.32336
16597,TRIL,-3.5808,-3.6032,-0.085054,0.47212,-0.50702,-0.73509,-0.75004,-0.84232,-0.45175,-0.31997,-0.19112,0.121
16598,TRIM10,-5.2979,-4.051,-0.11443,-0.46662,0.10303,-0.067094,-0.87323,0.011251,-0.24757,-0.64034,-0.50523,-0.058424
16599,TRIM11,-4.6116,-3.3655,0.047669,0.50205,0.65391,-0.39065,-0.49659,0.12417,0.3803,-0.32063,0.0071562,0.33325
16600,TRIM13,-4.183,-2.5112,-0.53245,0.052302,0.78913,0.31218,-0.44456,-0.87431,-0.50134,0.1681,0.43327,0.16609
16601,TRIM14,-5.1096,-4.3939,-0.94833,0.44775,-1.2808,-0.29269,-0.35715,-0.88556,-4.67,-0.50005,0.27023,0.060253
16602,TRIM15,-4.4163,-4.7027,-0.44377,0.33644,-0.14544,0.12618,-0.30518,-0.96181,-0.19686,-0.20434,0.039448,-0.28996
16603,TRIM16,-4.9958,-4.9665,-0.45907,0.091003,0.0059665,-0.30253,-0.40724,-0.019504,-4.0216,0.58264,0.073011,0.22186
16604,TRIM16L,-4.5307,-4.395,-0.25752,0.34107,-0.26356,-0.32951,-0.17719,-0.54832,0.045721,-0.4966,-0.045468,0.16804
16605,TRIM17,-5.5462,-4.5009,0.1096,-0.034699,0.87864,-0.1762,-0.34479,-0.10635,-4.7058,-0.95587,-0.21785,0.1146
16606,TRIM2,-4.6331,-4.3971,-0.19492,-0.033565,-1.5367,0.224,-0.58302,-0.9063,-4.6208,-0.80772,-0.40898,-0.040004
16607,TRIM21,-5.1343,-3.9275,-0.35692,0.17549,-1.4719,0.14655,0.12309,-0.30028,-1.1149,-0.14402,0.035883,0.18585
16608,TRIM22,-5.4216,-5.2754,-0.37693,-0.11064,0.32183,-0.083522,-0.088087,-0.64116,-7.5051,-0.78337,-0.20489,-0.37868
16609,TRIM23,-3.5588,-4.3192,0.079772,-0.26856,0.43015,-0.74155,-0.63705,-0.90095,-0.40788,-0.49663,-0.28895,-0.12265
16610,TRIM24,-5.6872,-4.8137,0.93101,-0.017921,-2.0113,-0.036666,0.0057043,-0.16236,-0.38385,-0.28386,-0.086874,0.17657
16611,TRIM25,-5.2838,-5.1949,-0.1908,0.39354,-1.4164,-0.21966,-0.4081,-0.78026,-1.9414,-0.83681,-0.062021,-1.0928
16612,TRIM26,-5.1578,-4.4336,0.2407,1.9927,0.34934,-0.36765,-0.17856,-0.30089,-3.3842,-0.33201,-0.16743,-0.10937
16613,TRIM27,-5.4735,-5.2938,0.14427,-0.20542,-1.37,0.09949,-0.29511,-2.3625,-6.8444,0.21492,0.062756,0.25379
16614,TRIM28,-5.7099,-5.6143,0.87147,0.42169,1.4198,-0.57582,-1.1598,-0.31932,-0.45555,-0.71242,1.0907,1.2946
16615,TRIM29,-4.6877,-5.8717,-0.12095,0.86052,0.5659,0.82108,0.36925,0.2825,-6.3753,-0.97318,-0.51402,-0.7897
16616,TRIM3,-5.3289,-3.7121,-0.18509,-0.033149,-0.91508,-0.37106,-0.85992,-0.26413,-3.2783,0.070293,0.18976,0.31299
16617,TRIM31,-5.8261,-5.6034,0.014783,0.69657,-0.40689,0.20994,0.1418,-0.10937,-1.8461,0.6036,0.089186,-0.71129
16618,TRIM32,-4.6228,-4.5009,-1.0419,0.33136,-1.4491,-0.28938,-0.1223,0.11472,-1.1044,0.21953,0.50895,0.66737
16619,TRIM33,-4.6235,-5.6503,-0.0082352,-0.16138,-1.7123,-0.33254,0.028799,-0.34383,-3.2487,0.40108,0.10558,0.061051
16620,TRIM34,-3.8368,-5.1275,0.0093235,0.42265,-0.036363,-0.13456,-0.46876,-0.0030907,-7.5791,-0.070775,-0.084261,-0.65395
16621,TRIM35,-3.3789,-2.9831,-0.38111,-0.62078,-0.53628,0.38492,-0.74309,-0.23864,-0.79818,-0.56896,-0.57136,-0.42592
16622,TRIM36,-4.8723,-2.9271,-0.39418,0.65384,-0.066032,-0.50345,-0.44862,-0.44867,-0.60261,-0.18726,0.44545,0.60924
16623,TRIM37,-5.8013,-4.8889,0.023403,-0.62825,-1.5349,-0.19125,-0.71506,0.020639,-1.6262,-0.8433,0.63254,1.19
16624,TRIM38,-5.4296,-2.0944,-0.1557,0.88305,-1.1229,0.12331,-0.23899,0.24285,-2.0162,-0.83092,0.040042,-0.19647
16625,TRIM39,-5.2513,-5.8535,0.20624,0.91939,-0.01624,-0.31411,-0.41444,-0.55161,-0.092417,-0.023526,0.052441,-0.21194
16626,TRIM39-RPP21,-6.2405,-3.3073,0.016669,1.0746,-0.59608,0.088881,-0.075864,-0.51794,-0.99269,-0.91927,0.27457,0.2201
16627,TRIM4,-5.8327,-4.6462,0.064407,1.3511,-0.19716,0.029243,-0.15827,-0.93784,1.0322,-1.1245,0.41085,0.3298
16628,TRIM40,-4.1356,-4.7295,-0.063249,0.092317,-0.11651,-0.24221,-0.66946,-0.60233,-7.3829,-0.805,-0.21097,-0.11965
16629,TRIM41,-5.0577,-4.8628,0.028055,0.8356,-0.037728,-0.14291,-0.89965,-0.83071,0.89899,-0.42476,-0.028501,0.43764
16630,TRIM42,-6.4942,-5.3765,-0.086092,0.10488,0.29955,0.32745,0.20097,0.53129,-4.5696,-0.99272,-0.33174,-0.24272
16631,TRIM43,-4.6178,-3.9667,-0.91105,-1.5049,-2.2394,-0.15753,-1.2146,-0.82472,-0.63935,-0.69517,0.7059,-0.53078
16632,TRIM43B,-4.6033,-5.1103,-0.091727,0.031249,-0.57714,-0.61928,-0.43658,-0.40143,-2.9738,0.092558,0.66723,-0.20465
16633,TRIM44,-5.3628,-4.9844,0.26901,-0.56998,-0.79577,-1.1576,-0.30388,-0.49143,-3.083,-0.13962,0.69622,-0.0094093
16634,TRIM45,-5.1952,-4.9482,-0.0098565,0.3644,-0.48496,-0.50314,0.16454,-0.8797,-0.9889,-0.58874,-0.038915,-0.16523
16635,TRIM46,-5.6737,-4.486,0.053699,-0.18102,-0.12413,0.022679,-0.63581,-0.13965,-0.58509,-0.23511,0.58702,0.070533
16636,TRIM47,-5.0138,-3.7584,-0.10136,-0.42137,-0.1833,-0.13549,-0.24261,-0.7395,-2.6633,-0.22769,0.022254,0.13954
16637,TRIM48,-4.1891,-4.4626,-0.65626,0.59614,-0.15915,-0.1749,-0.065772,-0.27874,-5.8676,-1.0327,-0.40804,-0.88113
16638,TRIM49,-4.9885,-7.243,0.087013,0.17182,-0.33081,-0.068796,-0.047036,-0.39709,-6.4182,0.09762,0.44574,0.4227
16639,TRIM49B,-4.6372,1.4567,-0.51595,-1.3699,0.28121,-0.54729,-0.918,-1.3716,-3.0006,-0.60785,0.28494,-0.20297
16640,TRIM49D1,-6.5878,-3.6267,-0.5848,-1.2828,-1.0858,-1.1455,-0.583,-1.3954,-4.0608,-0.74979,-0.27421,0.095615
16641,TRIM5,-4.3456,-5.2117,0.26654,0.34184,-0.32197,-0.037312,-0.13228,0.10689,-2.8608,0.15968,-0.16801,-0.15612
16642,TRIM50,-4.7449,-5.459,-0.095837,0.21619,-0.80569,-0.65817,-0.16118,-0.28807,-0.53553,-0.1032,0.19031,-0.41795
16643,TRIM52,-4.3734,-3.1681,-0.2565,0.37712,-1.1035,0.15682,-0.13318,-0.69998,-0.51979,-0.44511,0.51247,0.23864
16644,TRIM54,-4.3509,-4.717,-0.13473,-0.37041,-0.03364,-0.32185,0.30391,-0.79911,-0.47152,-0.32355,0.22335,0.29356
16645,TRIM55,-4.907,-4.562,0.27028,0.20795,1.0327,-0.57181,0.06073,0.17425,-3.542,0.25069,-0.054218,-0.26482
16646,TRIM56,-5.0934,-4.1774,0.22182,0.96585,0.64539,-0.12415,-0.19931,0.16207,-6.151,-0.072963,0.44923,-0.58949
16647,TRIM58,-3.4533,-4.17,0.47096,0.75588,-2.0139,-0.51481,-0.37546,-0.65513,-6.9829,-1.1325,0.23074,-0.13859
16648,TRIM59,-4.2429,-2.5507,-0.25086,0.88428,-0.58952,0.0016903,-0.088808,-1.3091,-1.8482,-0.97719,0.030867,-0.058119
16649,TRIM6,-7.7399,-6.0099,-0.15796,-0.15099,-0.97005,-0.26167,0.11714,0.12071,-3.1049,-0.81026,-0.15229,-0.053221
16650,TRIM6-TRIM34,-4.0354,-4.4397,-0.31646,1.0998,-0.2351,0.070389,0.36505,-0.87622,-1.3194,-0.4516,-0.26933,-0.051489
16651,TRIM60,-5.4454,-4.2493,0.087911,-0.059742,-0.14151,0.16262,-0.35657,-0.59097,-1.3506,-0.62539,0.17622,0.0072703
16652,TRIM61,-4.9908,-3.8317,-0.049808,-0.81034,-0.83242,-0.65476,-0.50833,-1.1561,-0.97331,-0.48191,0.088501,-0.035804
16653,TRIM62,-3.9067,-3.4023,-0.42061,-0.61109,-0.99889,-0.23801,-0.57966,0.21127,6.7264e-05,-0.084884,-0.031839,0.1402
16654,TRIM63,-4.4194,-5.8007,-0.47605,1.3937,-0.25197,-0.43786,-0.45507,-0.45944,-0.032474,-0.16947,0.20736,-0.046448
16655,TRIM64,-5.098,-4.8806,-0.34606,0.13104,0.17016,-0.48605,-0.93883,-0.29199,-2.3062,0.19446,0.23344,-0.19571
16656,TRIM64B,-4.8798,-5.4014,-0.11388,0.64647,-0.40798,-0.42908,-0.095295,-1.0556,-0.22535,-0.63412,0.04339,-0.0034984
16657,TRIM64C,-7.1104,-5.0468,-0.39559,-1.1179,-1.2835,0.1115,-0.20475,-0.60427,-0.34528,-0.66266,0.3741,-0.14557
16658,TRIM65,-3.4989,-3.7083,-0.17048,0.16555,0.30177,-0.48819,-1.7594,0.10342,-0.22107,-0.34556,-0.0031674,-0.27309
16659,TRIM67,-4.7092,-4.8998,-0.26525,1.1303,-1.8354,-0.6419,-0.46549,0.077754,0.25356,-0.33766,-0.0079313,-0.037937
16660,TRIM68,-4.9407,-4.6067,-0.072046,-0.07819,1.0195,-0.19186,-0.69209,-0.033608,-3.2355,-0.29317,-0.47987,-0.42113
16661,TRIM69,-5.3037,-4.6475,-0.15366,0.16114,-0.1381,-0.085024,-0.1946,-0.13414,0.61987,-0.53746,-0.1302,-0.14577
16662,TRIM7,-5.3783,-4.5671,0.030003,0.94924,-0.40905,-0.31074,-0.47099,1.0522,-0.67857,-0.059346,0.37559,-0.12569
16663,TRIM71,-5.0056,-3.8992,0.12638,0.26584,-0.73716,-0.26162,-0.31022,-0.67664,-2.1374,-0.32068,0.40337,0.26428
16664,TRIM72,-4.6892,-4.5097,-0.24137,-0.031296,-2.3818,-0.28515,-0.47106,-0.97652,-1.3241,-0.0030576,-0.022641,-0.10586
16665,TRIM73,-5.6437,-5.4287,-0.0099897,-0.87712,-0.94502,-0.49015,-0.97962,-0.98399,-1.4238,0.10216,0.25421,0.21333
16666,TRIM74,-5.9998,-4.1453,-1.3417,-2.4241,-0.35567,-1.7026,-1.3311,-1.9347,-1.1722,-0.60454,-0.18866,0.16976
16667,TRIM77,-6.2293,-4.986,0.25057,0.24097,-0.96638,-0.26881,-0.42692,-0.59608,-6.7612,-0.74345,-0.30669,0.20666
16668,TRIM8,-6.3109,-5.525,0.058244,-1.2355,-1.4746,-0.63483,0.3635,0.11482,-2.5975,-0.12458,-0.67839,-1.162
16669,TRIM9,-4.5718,-3.9691,0.038868,0.18344,-2.4774,0.24857,-0.30938,-0.389,0.75611,-0.60288,-0.48007,0.12009
16670,TRIML1,-5.1918,-4.3,-0.2656,0.060898,-2.504,-0.15441,-0.17022,-0.26738,-4.4151,0.061905,0.4712,-0.073492
16671,TRIML2,-6.0811,-5.5116,0.15234,-0.2752,0.33955,-0.13584,0.16348,-0.53391,0.17093,-0.66251,-0.35381,0.055687
16672,TRIO,-3.5991,-3.5371,0.292,0.23743,-0.80277,0.076357,-0.36894,-2.5753,-0.25042,-0.14287,0.62402,0.47132
16673,TRIOBP,-5.4901,-4.4325,-0.22128,0.81642,-0.16893,0.089024,-0.52644,-0.52492,-6.5413,-0.39353,0.52557,0.588
16674,TRIP10,-4.6007,-1.9139,0.12669,-1.19,-0.74412,-0.34938,-0.28781,-0.089445,-3.7325,0.30311,-0.017173,0.116
16675,TRIP11,-5.7099,-5.3799,-0.19543,0.57861,0.5129,0.092449,-0.13475,0.37086,-1.56,-0.21761,0.13326,0.048081
16676,TRIP12,-5.7636,-5.3208,-0.35759,0.78384,-0.78424,-0.62851,-0.57439,0.19642,-3.7947,-0.41973,0.66723,0.28943
16677,TRIP13,-4.8782,-4.248,-0.93058,-3.0035,-2.1775,-1.8481,-1.4485,-2.2573,0.857,-0.41989,0.16902,0.089993
16678,TRIP4,-5.1599,-4.9069,0.11209,0.48498,0.19492,-0.040672,0.66449,0.030638,0.99965,-0.07699,0.037918,0.11728
16679,TRIP6,-5.2694,-4.6457,-0.084312,-0.047642,-0.70408,-0.79534,-0.3907,-1.0173,-6.5815,-0.46146,0.16824,0.30421
16680,TRIQK,-4.4806,-5.871,0.01379,0.32047,-0.15704,0.27982,-0.58226,-0.837,-1.8885,-0.48058,-0.50841,-0.20881
16681,TRIT1,-4.8455,-3.662,0.80499,-0.33286,0.16346,-0.17417,0.069713,0.3992,1.4563,1.6197,1.4561,0.4593
16682,TRMT1,-5.0478,-4.2847,0.050013,0.019407,-0.49194,0.19733,-0.86063,-0.0076968,0.54087,-0.1516,0.20072,-0.41782
16683,TRMT10A,-4.8821,-4.5385,0.92931,-0.60822,-1.5413,-0.67609,-0.77391,-0.38962,-3.0338,-0.91665,0.0021948,-0.61705
16684,TRMT10B,-4.224,-5.7306,0.088004,0.5149,-0.83837,0.11322,-0.48976,0.13012,-0.12384,-0.34987,0.044544,0.4174
16685,TRMT10C,-6.3582,-4.9655,0.054392,-0.78591,-0.199,-0.11171,-0.13294,0.28431,0.54982,0.44296,0.054053,-0.39953
16686,TRMT11,-4.4056,-5.852,-0.030285,0.48491,-0.29759,0.053899,-0.63289,-0.34912,0.4565,-0.23321,-0.42012,-0.8614
16687,TRMT112,-4.2997,-4.3661,-0.98836,-2.5675,-1.3833,-1.0087,-2.3313,-2.3781,1.9907,0.067007,0.10359,0.89985
16688,TRMT12,-5.0097,-4.8998,0.3391,-0.11335,-0.056574,-0.42617,-0.46272,-0.16553,-2.5822,0.16345,0.10147,-0.24824
16689,TRMT13,-4.9204,-4.8931,-0.20258,-0.96859,-0.47448,-0.46318,0.30377,-0.96123,-6.7029,0.018421,-0.2219,-0.007702
16690,TRMT1L,-5.5264,-4.8638,-0.064608,0.74802,-0.52828,-0.44982,-0.30912,-0.92362,-3.5244,-1.1513,0.23137,0.069115
16691,TRMT2A,-4.9689,-2.2708,-0.051724,0.42464,-0.15864,-0.33884,0.09888,-0.54319,-3.9921,-0.2318,0.47009,0.71239
16692,TRMT2B,-5.9964,-5.4174,-0.020302,0.43583,0.45348,-0.083251,-0.012178,0.19749,-1.422,0.45181,0.32227,0.18383
16693,TRMT44,-4.3509,-4.8214,-0.039862,0.61338,-0.64858,-0.072514,0.0059682,-0.12031,0.90308,-0.43333,0.099835,0.43153
16694,TRMT5,-6.1208,-4.8355,-0.6502,-0.16771,0.78579,-0.67081,-0.60912,-1.112,-2.7964,0.29255,1.736,1.1539
16695,TRMT6,-5.1353,-5.3104,-0.21535,-0.31615,0.26626,-0.045509,-0.61645,-1.9931,-2.4261,0.8568,2.3508,1.1632
16696,TRMT61A,-6.2047,-4.8436,-0.38183,-0.71471,-1.1593,-0.90127,-1.1259,0.094299,2.4706,0.95307,2.6286,1.9061
16697,TRMT61B,-4.9854,-4.8422,0.059052,0.42259,-1.0241,-0.12322,-0.31317,-0.14628,0.76055,-0.64969,-0.075123,0.14855
16698,TRMU,-5.0052,-6.1907,0.22529,0.010963,0.68171,-0.12648,-0.36665,0.22429,-0.17195,-0.79634,0.57146,0.48915
16699,TRNAU1AP,-4.9946,-4.8638,-0.79717,-0.77831,-0.98312,-0.58933,-0.5824,-1.3997,-3.2377,0.18781,0.18149,-0.42829
16700,TRNP1,-4.3509,-3.7008,-0.81397,-0.66441,0.39337,-0.5222,-0.53274,0.7678,-0.4193,-0.022629,-0.10123,0.094247
16701,TRNT1,-5.4726,-5.1265,-0.21903,-0.10118,-0.52588,-0.74516,-1.0885,-0.19537,-3.1753,1.0069,1.2879,0.59957
16702,TRO,-4.3136,-3.5299,0.076122,0.59928,0.76617,-0.46393,-0.12713,0.47907,-0.41609,-0.9371,-0.18227,-0.1685
16703,TROAP,-4.7113,-4.717,-0.82824,-1.3149,0.33384,-0.52023,-0.58593,-0.36301,-3.9444,-0.6167,0.16989,0.20917
16704,TROVE2,-5.1845,-3.1871,0.10209,0.43547,-0.12086,-0.36768,-0.68267,0.56666,-0.54961,-0.89584,-0.16805,0.061541
16705,TRPA1,-4.4175,-5.8127,0.39638,-0.42811,-1.1054,-0.35051,0.11684,-0.94115,-4.5396,-0.33708,-0.44608,-0.14452
16706,TRPC1,-4.7539,-5.1699,-0.059332,0.39445,0.066347,0.54985,-0.14526,0.41466,-0.90182,-0.082829,-0.014532,0.30888
16707,TRPC3,-4.6331,-4.9177,-0.26724,-0.087429,0.88147,-0.40576,-0.25398,-0.49536,-0.32657,-0.26255,-0.15492,0.11396
16708,TRPC4,-5.5656,-5.758,-0.42512,-0.043708,0.051673,-0.2105,-0.11866,-0.18817,-0.58684,-0.93423,0.026832,-0.16356
16709,TRPC4AP,-5.8519,-5.5258,0.049878,0.61805,0.45941,0.10233,-0.27525,0.18285,-3.3143,0.0036247,0.012225,0.13171
16710,TRPC5,-5.2778,-1.852,-0.58664,1.1121,0.15537,-0.37813,-0.13916,-1.948,-0.080627,-0.65957,-0.50886,-0.18868
16711,TRPC5OS,-5.2778,-4.8355,-0.32566,0.67341,0.48167,0.079262,-0.12336,-0.10307,-1.2508,-0.31186,-0.38388,-0.10631
16712,TRPC6,-4.968,-5.4012,0.13253,0.19197,0.30804,0.26928,-0.55043,-0.54309,-0.64928,0.32318,-0.25428,-0.14031
16713,TRPC7,-5.5143,-5.658,0.14653,0.50442,-0.24764,0.13176,0.11765,-0.39553,-1.7299,0.52309,-0.4741,-0.65868
16714,TRPM1,-4.9554,-4.6548,-0.32352,0.57059,0.30718,-0.44565,-0.30289,-0.44888,-0.96073,-0.85421,0.16469,0.32354
16715,TRPM2,-5.572,-5.0315,-0.10864,0.50669,0.33772,-0.27872,-0.45195,0.35105,-0.082819,-0.13449,-0.067095,0.023561
16716,TRPM3,-6.0355,-3.6802,-0.33763,0.070313,0.1206,-0.24534,-0.22409,-0.049706,-0.80514,-1.103,-0.31205,0.21131
16717,TRPM4,-5.7895,-4.2533,-0.093539,0.38715,0.15438,-0.41242,-0.14327,-0.0072467,-3.9287,-0.58464,-0.3437,-0.31167
16718,TRPM5,-4.9583,-4.6842,0.46965,0.37754,0.80685,-0.39291,0.064741,-0.0090951,-1.6984,0.014149,-0.48663,-0.32966
16719,TRPM6,-5.1759,-4.0252,-0.37636,0.55894,-0.44388,0.33925,-0.19245,-0.10246,-0.49108,-0.21746,0.084712,-0.27139
16720,TRPM7,-5.5804,-3.9507,-0.27746,0.59765,-0.75351,-0.41734,-0.30134,0.096867,-5.8374,-0.93825,0.26015,0.34677
16721,TRPM8,-5.3712,-5.2048,-0.078946,-0.163,0.033213,0.21206,-0.18325,0.5482,-0.50817,-0.47721,-0.46385,-0.25281
16722,TRPS1,-4.8145,-4.2175,0.25636,0.46417,-0.41617,-0.59481,-0.59433,-0.65602,0.48829,-0.33686,0.30559,0.58911
16723,TRPT1,-4.5639,-4.4087,-0.19033,0.7324,-0.085607,-0.25797,-0.62181,-1.7272,-3.4552,-1.2019,-0.20109,-0.48074
16724,TRPV1,-5.5087,-3.7027,0.064609,0.22602,-0.52575,-0.10876,-0.089512,-0.96812,1.054,-0.50394,-0.48916,0.24076
16725,TRPV2,-4.1536,-2.0831,-0.5826,0.41337,-2.807,-0.12978,-0.76348,-8.0263e-05,0.87961,-0.46255,0.034766,0.012769
16726,TRPV3,-4.6321,-3.0219,-0.080241,1.3353,-1.3757,0.15852,0.32038,-0.27784,-4.0998,-0.76014,-0.11615,-0.21954
16727,TRPV4,-5.6187,-5.5362,-0.01107,-0.040211,-1.1099,-0.47788,-0.0030337,-1.0288,-3.3076,-0.5811,-0.040789,0.093206
16728,TRPV5,-6.1056,-4.7651,-0.046752,0.016219,0.072276,-0.4864,-0.78615,-0.097945,-0.38815,-0.77205,-0.13281,-0.059154
16729,TRPV6,-4.3229,-5.8026,-0.11549,0.45177,-0.7121,0.056062,-0.0078014,0.26395,-0.09252,-0.36211,0.22714,0.39215
16730,TRRAP,-6.1923,-4.3947,-0.27625,-0.71492,-2.6761,0.17222,-0.84304,-0.16866,-3.3773,-0.08944,-2.4916,-2.625
16731,TRUB1,-5.6227,-3.1058,0.37424,0.52474,-1.681,-0.12091,0.30174,0.15628,-0.58775,-0.91964,-0.438,-0.81508
16732,TRUB2,-4.5147,-3.6747,-0.0083921,-1.5048,-0.098527,-0.92521,-0.69433,-1.521,-0.94142,0.45782,2.0564,0.62971
16733,TSACC,-4.4563,-3.3412,-0.062043,-0.67133,-0.084028,-0.77485,-0.6581,-0.6224,0.42447,0.3266,0.33903,0.26228
16734,TSC1,-5.1411,-5.4647,-0.90554,0.93526,0.11564,0.13728,-0.74649,0.48013,-4.0867,-0.42995,0.33681,0.55813
16735,TSC2,-5.7201,-5.309,-1.7741,1.1944,-0.64756,0.082228,-1.0606,0.70348,-2.1836,-0.64724,0.71369,1.6283
16736,TSC22D1,-4.2694,-2.8095,0.39131,0.84315,0.42978,0.36106,-0.29739,-0.90751,0.75619,-0.7807,-0.26905,-0.20893
16737,TSC22D2,-5.8199,-4.7933,-0.42657,-0.062084,0.005729,-0.14566,-0.56124,0.37165,-3.0519,0.58485,0.72061,1.0787
16738,TSC22D3,-4.8354,-4.0469,-0.39174,0.68002,-0.5029,-0.54214,0.14,-0.3641,-0.86397,-0.55442,-0.4381,-0.27811
16739,TSC22D4,-5.8301,-5.0749,-0.15287,0.72104,0.34404,-0.020441,-0.7587,-0.24319,-0.51687,0.17175,0.41345,-0.20363
16740,TSEN15,-3.9038,-4.0492,-0.61148,0.075243,-1.4519,-0.32564,-0.1639,-0.66271,1.5901,1.2126,0.30483,0.17901
16741,TSEN2,-4.3611,-4.9215,-0.54049,-0.49092,-0.13902,-0.81297,0.091135,-1.3066,0.81991,0.48672,0.16511,0.28714
16742,TSEN34,-5.7741,-5.3875,-0.59527,-0.57905,-2.5705,-0.61448,-0.75639,-0.92583,-0.48982,0.39526,0.29096,0.46929
16743,TSEN54,-4.8982,-2.542,-0.34441,-1.6043,-1.7543,-0.85729,-1.9663,-2.8543,0.73917,0.66933,0.39935,0.25595
16744,TSFM,-4.7864,-5.7302,0.15608,0.8964,-0.89132,-1.0176,-1.2972,-3.8936,2.7589,1.3222,0.74452,0.51977
16745,TSG101,-5.8818,-4.8389,-0.29054,-0.95364,-0.56457,-0.68228,-0.86287,-0.89638,0.93543,0.095049,0.065768,-0.79675
16746,TSGA10,-3.687,-3.537,-0.2493,0.34149,-0.14248,-1.2518,-1.6108,-1.0951,-3.5673,-0.62115,0.21627,-0.016198
16747,TSGA10IP,-5.6876,-4.368,-0.17689,-0.28852,-2.305,-0.18663,-0.74906,-0.71187,-2.4369,-0.66329,0.0041688,-0.10477
16748,TSGA13,-5.1419,-4.3562,-0.22827,0.61544,-0.69982,-0.67657,-0.3746,0.48165,-1.567,0.16492,-0.16937,-0.45394
16749,TSHB,-4.9908,-2.6447,-0.55629,0.59439,-0.13877,-0.032203,-0.54948,0.07833,-2.1431,-0.42714,0.28499,0.25676
16750,TSHR,-5.3448,-5.2116,-0.12399,-0.31112,-0.4481,-0.62483,0.13231,0.51641,-7.5548,-0.30047,0.020359,0.15329
16751,TSHZ1,-3.6181,-3.8984,-0.63506,1.1163,-1.4406,0.53237,0.13635,-0.12545,-1.1474,-0.79046,-0.41604,-0.16092
16752,TSHZ2,-5.9019,-4.8931,-0.36248,-0.31968,-1.1962,-0.31421,-1.0747,-0.55665,-4.4252,-0.8483,-0.14749,0.006065
16753,TSHZ3,-5.0917,-4.1073,0.035909,0.099524,-1.126,-0.36982,0.12252,-1.1858,-0.98891,-0.32826,-0.098198,-0.38173
16754,TSKS,-4.9781,-4.802,-0.37822,0.047455,-1.0898,0.19518,0.34233,0.26544,-4.6228,-0.20317,-0.062466,-0.20682
16755,TSKU,-4.3611,-2.3498,0.070039,-0.70006,0.84456,-0.53322,-0.36862,0.29616,0.34735,-0.18208,0.31275,0.2331
16756,TSLP,-3.9004,-3.5011,-0.38147,0.97644,-1.4658,-0.063093,0.17198,-0.012792,1.1573,-0.63524,0.059226,-0.39529
16757,TSN,-6.0587,-5.2489,-0.40375,-0.16377,0.20067,-0.2913,-0.30375,-0.13354,-0.22352,-0.37109,-0.05897,0.14933
16758,TSNARE1,-5.1697,-4.2494,0.051195,-0.33278,-0.42599,-0.089482,0.35688,0.40486,-3.9964,0.26897,-0.31684,-0.23603
16759,TSNAX,-4.4064,-6.0628,-0.13747,0.13976,0.58391,0.25248,-0.034692,0.089652,-1.8986,-0.92859,0.21925,0.49258
16760,TSNAXIP1,-5.9003,-4.5259,-0.54128,-1.1548,-0.79456,-0.64291,-0.29889,-0.77174,-5.9437,-0.093599,0.89512,0.82589
16761,TSPAN1,-6.1991,-5.4287,-0.2664,0.075473,-0.44501,-0.52518,-0.33935,-0.74916,-3.706,0.22182,0.60553,-0.10058
16762,TSPAN11,-4.2954,-2.9186,-0.47682,0.08854,-0.54096,-0.27806,-0.75008,0.0095985,-1.6853,-0.097342,0.49462,0.36837
16763,TSPAN12,-5.1547,-5.2959,-0.12295,0.68194,-0.11147,0.35919,-0.26151,0.58694,-0.37668,-0.85848,-0.053493,-0.24915
16764,TSPAN13,-5.096,-5.3272,-0.40961,0.86441,0.68463,-0.37811,0.43739,-0.18807,0.086664,-0.6292,0.0077648,-0.16092
16765,TSPAN14,-4.3644,-4.2467,0.15292,0.21333,0.80615,-0.016546,0.28508,-0.12356,-4.6286,-0.79926,0.16805,-0.038035
16766,TSPAN15,-5.3544,-4.9388,0.33351,-0.055501,-0.17618,0.28542,-0.35935,-0.42642,-0.35592,-0.28227,-0.17168,0.056644
16767,TSPAN16,-4.7859,-3.3907,0.13873,-0.33347,-0.49259,0.13899,-0.14824,0.30288,-0.36811,-0.50687,-0.086579,-0.28536
16768,TSPAN17,-3.836,-4.7748,-0.3138,-0.90823,-0.41469,-0.40783,-0.94737,-1.1685,-2.4307,0.11384,-0.3443,-0.30238
16769,TSPAN18,-4.4593,-3.2181,-0.1901,0.29722,-0.0099966,-0.20255,-0.72659,-0.18067,-3.7358,-0.065708,-0.54376,-0.33948
16770,TSPAN19,-3.9323,-2.8092,0.11066,0.25248,-0.31904,0.05138,0.04811,-0.77136,-3.5924,-0.92267,-0.10059,-0.78269
16771,TSPAN2,-4.8396,-4.3829,0.30635,-0.46282,0.54556,-0.18301,-0.35247,-1.1073,-6.6931,0.15814,-0.087744,-0.43274
16772,TSPAN3,-4.7413,-3.7635,-0.25331,-0.077068,-0.46111,0.19695,-0.22206,0.13275,-0.060763,-0.63839,0.16001,0.20628
16773,TSPAN31,-5.2156,-5.0688,-0.098635,0.33356,-1.1789,-0.035729,-0.22875,-0.2932,-5.4827,-0.41148,0.53246,-0.42519
