,id,denv,ev,hav,hcv,rv,wang_229E,wang_OC43,wang_SARS_COV2,sch_229E,sch_OC43,sch_SARS_COV2_33C,sch_SARS_COV2_37C
10159,NELFA,-4.4294,-4.2359,-0.81961,-0.4766,-0.57969,-0.68524,-1.0985,-0.39921,-2.1657,1.4104,-0.021195,1.2312
10160,NELFB,-5.463,-4.5247,-1.0622,-1.3458,-1.8079,-1.3551,-2.3377,-2.7659,-0.61298,0.12652,1.5626,0.13672
10161,NELFCD,-5.0577,-4.8569,-1.1022,-1.4465,-2.49,0.033004,-2.2041,-0.8064,-3.6413,0.80948,2.0797,0.14708
10162,NELFE,-5.6787,-5.0468,-0.30381,-0.54371,-0.32193,-0.44322,-0.95072,-0.94499,-3.6168,-0.74279,0.8175,-0.47156
10163,NELL1,-5.7425,-5.0522,0.1211,0.23863,-1.8307,-0.17527,-0.18103,0.17782,-3.2076,-0.20587,-0.26845,-0.1441
10164,NELL2,-5.0056,-4.4044,0.054766,-0.044815,0.36786,0.22923,-0.40322,-0.16816,-2.7836,-0.66368,0.033715,-0.31045
10165,NEMF,-4.7864,-3.7008,0.20636,-0.57445,-1.0537,-0.43956,-1.2197,-0.59769,1.2674,-0.20623,0.19028,0.21469
10166,NENF,-5.4288,-4.5009,-0.22564,-0.0078584,-0.56072,-0.19489,-0.79913,0.076171,-4.3856,0.35611,0.43803,0.79669
10167,NEO1,-4.0555,-3.4373,-0.17141,0.35929,-0.82424,-0.18496,0.083302,-0.52791,-0.85818,-0.27584,0.50303,0.5216
10168,NES,-3.9985,-4.2304,0.079604,0.34209,-0.92436,-0.69854,-0.18417,-0.42261,0.088609,-0.18765,0.32568,0.15644
10169,NET1,-3.5207,-4.1964,-0.13753,0.43989,-0.3348,-0.084338,0.20261,-0.28814,-0.33908,-0.54111,-0.10311,-0.016931
10170,NETO1,-5.41,-5.1344,-0.038162,0.27691,0.16384,0.25091,0.11352,-1.4759,0.32167,-0.30322,-0.17537,-0.3123
10171,NETO2,-3.7984,-4.8268,-0.2083,-0.19278,-0.82738,-0.70827,-0.15929,-0.58355,-5.4936,-0.33346,0.72833,0.58642
10172,NEU1,-5.5304,-4.6842,-0.17564,-0.10613,-2.8406,0.049898,-0.44421,-0.61594,-4.4463,-0.46154,-0.20292,-0.04325
10173,NEU2,-5.631,-4.0487,0.090512,0.66165,-0.742,-0.65725,-0.0024822,0.46972,-1.4636,-0.36538,-0.0029083,-0.13939
10174,NEU3,-5.3908,-4.6974,-0.58038,-0.8938,-0.20853,-0.0081475,0.29395,-0.7453,-0.4929,-1.2921,-0.07713,-0.29385
10175,NEU4,-6.1208,-4.7723,-0.12707,0.65045,-0.99605,-0.46463,0.068865,-0.089657,-1.1609,-0.34887,0.10724,0.080107
10176,NEURL1B,-4.2308,-3.9667,-0.286,0.15024,-1.7999,0.14971,-0.5585,0.11686,-0.12745,-0.37917,0.13933,0.033623
10177,NEURL2,-5.1697,-3.7749,-0.32736,1.3448,-0.85975,-0.17803,0.32252,0.045966,-0.085352,-0.35419,0.14736,0.034795
10178,NEURL4,-5.5791,-4.3481,-0.16082,-0.11219,0.27581,-0.17625,0.37005,-1.7017,-0.056867,-0.23856,0.17238,0.26124
10179,NEUROD1,-5.5264,-5.0979,0.30406,-0.52689,0.50188,-0.087905,-0.71202,-0.65229,-1.5824,-0.65987,-0.39816,-0.092494
10180,NEUROD2,-4.4091,-4.2189,-0.31826,0.43485,-2.3005,-0.68316,-0.72161,0.39867,-0.2201,0.1963,-0.098213,-0.39566
10181,NEUROD4,-4.2476,-4.4962,-0.33031,0.37321,-0.4679,-0.096871,-0.045143,0.27953,-0.3863,-0.63179,-0.063506,-0.49914
10182,NEUROD6,-4.4381,-3.842,-0.23387,-0.2414,-1.4816,-0.33448,-0.65259,0.6869,-0.36335,0.082303,0.22671,0.30987
10183,NEUROG1,-5.1578,-3.7352,-0.11116,-0.12547,-1.4119,-0.11187,-0.43604,-0.84588,0.41918,-1.0715,-0.2757,-0.87085
10184,NEUROG2,-4.9386,-5.4387,-0.10114,0.85632,-0.99519,-0.05344,-0.094547,-0.16741,-3.3607,-0.29646,-0.070791,0.62399
10185,NEUROG3,-5.2357,-4.6654,0.012603,-0.017701,-0.3655,-0.15016,-0.53412,-0.28981,-1.0436,-0.25963,-0.33302,-0.30444
10186,NEXN,-4.7046,-4.3176,-0.070055,0.8488,-0.7368,-0.40287,-0.41371,-0.36999,-0.27448,-0.58727,-0.050674,0.051595
10187,NF1,-4.4323,-3.4152,0.35507,0.52286,0.03873,0.38219,0.49015,-0.24823,-2.2902,-0.038184,0.55605,0.49284
10188,NF2,-6.1465,-4.6107,-0.087593,-0.51432,-0.27681,-0.011598,-0.2295,-0.72607,-5.5554,0.74624,1.1136,1.0162
10189,NFAM1,-5.7581,-1.8561,-0.2304,-0.59919,-2.9807,-0.52655,-0.85878,0.18306,-0.56216,-0.65952,0.17554,0.37623
10190,NFASC,-5.1,-4.5187,-0.28002,0.24097,0.13454,0.05795,-0.49516,-0.039625,-0.32233,-0.5682,-0.087225,-0.097848
10191,NFAT5,-5.8366,-5.4525,-0.95779,1.0289,0.34506,-0.93494,-0.077194,0.15034,-3.5751,-0.82597,0.20134,0.16893
10192,NFATC1,-4.9626,-5.3477,-0.1955,0.40021,-0.56155,0.074956,-0.23709,-0.40456,-2.0596,-0.88373,0.31279,-0.3635
10193,NFATC2,-5.5854,-5.8028,-0.073368,0.29656,-0.31329,-0.33025,-0.38479,0.095407,-1.9414,-0.33418,0.18313,-0.1782
10194,NFATC2IP,-4.8669,-5.2632,-0.38043,0.83161,-0.44929,-0.09057,0.12924,-0.38287,-6.5118,-1.2094,-0.07088,-0.12412
10195,NFATC3,-4.484,-4.7433,0.33124,0.13002,0.2583,-0.17115,-0.85332,-0.84652,-6.3145,0.43538,-0.12394,0.082436
10196,NFATC4,-4.8425,-2.9486,-0.047976,0.43337,-0.30518,-0.43183,-0.11775,-0.53779,-4.1495,0.32667,0.0015733,0.18
10197,NFE2,-4.9284,-4.7135,-0.18284,-0.97095,-0.17618,-0.18973,-0.55806,-0.38775,-8.4663,-0.46116,-0.31969,-0.24219
10198,NFE2L1,-4.9431,-4.9252,-1.2453,-0.059108,-2.4586,-0.32503,-0.5968,-1.5048,0.0025554,0.068013,0.19148,-0.096753
10199,NFE2L2,-5.1635,-4.4072,0.44054,-0.15999,0.18889,-0.12271,-0.83888,-1.0137,-2.444,0.37724,0.72913,0.75878
10200,NFE2L3,-4.3288,-3.7469,-0.12896,0.38544,-1.8266,-0.40468,-0.40836,-1.1549,-0.39753,-0.30488,-0.4175,-0.11236
10201,NFIA,-5.6427,-4.0848,0.045967,-0.26069,-0.27307,-0.20357,-0.52288,-0.71323,-0.57381,0.35699,0.17048,0.12286
10202,NFIB,-5.4947,-5.1275,0.24733,0.5081,-0.37109,0.24986,-0.24915,0.031397,-0.31411,-0.052158,-0.016495,0.23326
10203,NFIC,-4.5754,-4.7338,0.047737,0.16275,0.15764,-0.18905,-0.74126,-0.47283,-1.6343,0.098143,0.52354,0.87661
10204,NFIL3,-5.4064,-4.2277,-0.55284,0.532,-0.10723,0.19717,-0.43916,0.38279,-1.5843,-0.36301,-0.17077,-0.16842
10205,NFIX,-5.1799,-4.5346,-0.10358,0.36906,-0.5654,0.15557,-0.68268,0.096682,-7.9622,-0.31931,-0.32789,-0.47826
10206,NFKB1,-4.6566,-5.1806,0.098173,0.66171,0.67216,0.40179,0.66707,-0.11683,0.51378,0.27117,0.16116,0.6591
10207,NFKB2,-5.1521,-4.1271,-0.40146,-0.11701,-0.32946,-0.8345,-1.4134,-2.2786,-0.72067,-0.85886,-0.019585,-0.0534
10208,NFKBIA,-4.0945,-3.5822,-0.13956,-0.47703,0.4732,-0.26078,-0.72028,-0.078509,-0.068753,-0.64604,0.1188,0.033117
10209,NFKBIB,-4.8145,-5.6737,-0.17062,0.24658,-0.44363,-0.62925,-0.2825,-0.46176,-3.5669,-1.3498,-0.34174,-0.69332
10210,NFKBID,-4.5397,-5.3458,-0.28409,0.45776,-0.7303,0.21753,-0.61018,-0.23877,-0.0061236,-0.060015,-0.26801,-0.43403
10211,NFKBIE,-3.3042,-3.4617,0.38781,0.71046,-0.17128,0.20076,-0.66719,-0.95968,-2.5154,-0.12367,0.58537,0.24635
10212,NFKBIL1,-5.7361,-2.6447,-0.11295,-0.21745,-1.0475,0.11724,-0.57109,-0.80483,-0.98876,-0.73596,-0.14506,-0.43305
10213,NFKBIZ,-4.9951,-5.4615,-0.2079,-1.2089,0.10309,-0.89358,-0.029016,-1.1458,0.024516,0.077986,0.45836,0.53641
10214,NFRKB,-5.324,-4.6931,0.05342,-1.5866,0.63361,-0.3657,-0.30591,-0.96142,0.80785,0.031597,1.0916,1.4104
10215,NFS1,-6.5464,-4.1178,-0.24708,-0.98466,-0.49749,-0.69901,-0.88719,-0.93383,-3.6413,1.361,1.1439,0.68967
10216,NFU1,-5.6948,-5.5992,0.20062,-0.09905,0.35075,-0.38992,-0.29262,0.078271,1.4096,0.35363,0.78068,0.57989
10217,NFX1,-4.8578,-4.074,-0.48932,0.036027,-0.31122,-0.23202,-1.2092,0.15443,-7.1894,-0.78937,-0.36881,-0.3957
10218,NFXL1,-4.1039,-4.884,0.042766,-1.7316,0.80342,-0.50881,0.078542,-0.38769,-3.2659,-1.0125,-0.021708,-0.13668
10219,NFYA,-5.4261,-3.8196,-0.68331,-0.98822,0.26588,-0.74775,-1.402,0.033476,-1.5176,-1.0769,-0.53962,-0.6084
10220,NFYB,-5.0918,-3.5594,-0.47241,-1.2274,-1.0684,-0.92152,0.30366,-2.1101,-4.2142,-0.20787,-0.1175,-1.1441
10221,NFYC,-5.2449,-2.5025,-0.14395,-1.0011,-0.54279,-0.42368,-0.73566,-0.20982,-0.78976,0.70465,0.088986,-0.63643
10222,NGB,-3.1686,-3.9323,-0.32427,1.0533,1.685,-0.65781,-0.88833,-0.026706,-1.978,-0.26001,-0.077089,-0.18398
10223,NGDN,-5.4492,-5.4032,-0.18379,-0.14118,0.43782,-0.45876,-0.52599,0.13369,0.21235,-1.6905,0.97691,0.68433
10224,NGEF,-4.7489,-4.6205,-0.33157,0.062154,-0.24895,-0.23401,-0.28071,-0.08276,-0.79027,-0.24414,0.11807,0.078373
10225,NGF,-4.7842,-4.2467,-0.22956,-0.045016,-0.63556,-0.24028,-0.15799,0.10054,0.17252,-0.44345,0.17178,-0.13232
10226,NGFR,-6.5013,-3.0583,-0.42992,-0.1724,-0.088112,-0.72679,-0.42253,-0.27994,-0.095018,-0.54701,-0.073799,-0.36457
10227,NGFRAP1,-5.0753,-3.7388,0.40329,-1.4402,0.55464,0.073586,-0.35242,-1.1239,-3.9238,-0.68148,-0.22709,-0.53262
10228,NGLY1,-5.1876,-4.9273,-1.0234,-0.48126,-0.36266,-0.43112,-0.97409,-1.9724,-1.6262,-1.2656,0.19926,0.45781
10229,NGRN,-4.5057,-1.8995,-0.3918,-1.593,-0.51425,-1.058,-1.3939,-1.2339,-0.26026,0.37463,0.47817,0.18865
10230,NHEJ1,-5.8829,-5.3841,-0.365,-0.28265,0.003699,-0.77357,-0.15357,0.040703,-0.15278,0.02319,0.78246,0.48724
10231,NHLH1,-4.8697,-5.0898,0.22712,0.19818,-0.53409,-0.63097,-0.42812,0.10491,-1.0391,-0.089135,0.16737,0.21723
10232,NHLH2,-3.7901,-4.3192,-0.12054,-0.017967,-1.8589,-0.16383,0.64998,0.55921,-3.4105,-0.24956,0.13991,0.36441
10233,NHLRC1,-4.3477,-4.5683,-0.20522,0.85027,-1.3233,-0.20372,-0.19972,-0.4437,-0.48442,0.306,0.12637,-0.029582
10234,NHLRC2,-5.7428,-5.8012,-0.63087,-0.64171,-1.124,-0.77069,-1.0778,-1.5651,-3.0538,2.6661,1.7628,2.3207
10235,NHLRC3,-4.5442,-5.3832,-0.078469,-0.16647,-1.1076,-0.42119,-0.75025,-0.47607,-2.7871,-1.2827,-0.49957,-0.3122
10236,NHLRC4,-4.2385,-4.4397,-0.12508,0.6384,-2.8635,-0.228,-0.75874,-1.196,-4.1798,-0.40925,0.20647,0.091435
10237,NHP2,-4.5846,-4.4796,-0.57955,-0.28729,0.076587,-0.35127,-1.1721,-0.55444,0.58063,0.00045257,2.1839,0.69326
10238,NHP2L1,-4.4774,-4.5247,-0.86346,-0.20475,-3.2844,-0.47393,-1.0692,-0.75844,-3.0538,0.50055,1.2609,1.2046
10239,NHS,-3.682,-3.4864,-0.19688,0.95052,-0.81835,-0.15581,0.055166,-0.10903,-4.0494,-1.2508,-0.18408,-0.44663
10240,NHSL1,-4.7489,-4.0963,-0.61225,-0.55493,-0.117,-0.84575,-0.40799,0.76263,-6.3341,-0.15619,0.22127,0.44146
10241,NICN1,-5.3965,-3.9439,-0.43992,0.66617,-0.1628,-0.22708,-0.90691,-0.19769,-0.34882,-0.3412,0.22653,-0.27494
10242,NID1,-3.3326,-4.3957,-0.25929,0.37179,-0.36705,-0.075275,-0.11251,-0.75977,-3.8666,-0.27602,0.061871,0.030657
10243,NID2,-3.7416,-3.6607,-0.086767,-1.9701,-1.8693,-0.22395,-0.3849,-1.4517,-1.2645,-0.48046,-0.043618,-0.24692
10244,NIF3L1,-5.6187,-4.0041,0.043375,-0.19286,-0.63417,-0.26598,-0.82977,-0.31226,-0.53592,-0.25169,0.12661,0.074544
10245,NIN,-5.2084,-4.0586,-0.03827,0.42272,-0.82898,0.0057595,-0.1584,-0.064006,-0.4032,-0.95553,0.097558,0.38616
10246,NINJ1,-4.259,-3.8703,-0.15435,0.43324,0.42163,-0.11358,-0.6413,0.64647,-0.35194,-0.28583,-0.61802,-0.12991
10247,NINJ2,-6.2322,-4.7566,-0.25927,-0.27552,0.67775,-0.51103,-0.67383,0.03434,-1.5325,-0.15395,-0.070859,0.012227
10248,NINL,-3.6276,-4.9228,-0.27858,0.073865,-1.6703,-0.36188,-0.95629,-0.55445,-6.6171,-0.42701,-0.2222,0.1152
10249,NIP7,-4.1492,-3.9868,-1.1776,-3.3142,-2.2374,-1.3369,-2.1888,-0.91452,3.9067,3.1131,1.7123,0.83025
10250,NIPA1,-6.5878,-4.6023,-0.46389,0.83111,-0.093347,0.085521,-0.34639,-1.5942,0.74804,-0.56027,-0.38543,-0.11709
10251,NIPA2,-5.301,-4.7937,-0.34008,0.1435,-1.058,-0.35377,-0.70937,-0.63327,-7.3088,-0.37719,0.4053,0.038207
10252,NIPAL1,-4.4563,-3.65,0.10279,0.34602,-0.49914,0.044674,-0.012422,-0.51406,-1.3321,-0.67452,-0.052332,-0.20768
10253,NIPAL2,-6.1255,-5.8797,0.13459,0.50016,0.16272,0.32689,-0.16848,-0.39124,0.036269,-0.28517,0.40647,0.4698
10254,NIPAL3,-5.0923,-4.986,-0.12515,-0.0095822,-0.31956,-0.7722,-0.23722,-0.19199,-3.5266,-0.16236,0.092461,0.80452
10255,NIPAL4,-5.9012,-6.1263,-0.16884,0.3788,0.30996,0.094228,-0.17913,0.017322,-2.227,-0.88717,0.0093568,-0.019703
10256,NIPBL,-5.2707,-5.3049,0.50087,-0.21235,-0.77001,-0.67227,-0.9852,-1.9463,-1.7136,0.20129,0.61407,-1.3996
10257,NIPSNAP1,-5.1221,-5.1344,0.0054728,0.36933,-0.59006,-0.35766,-0.47979,-1.1093,-0.56444,-0.17716,0.56651,0.43892
10258,NIPSNAP3A,-4.5867,-5.2178,0.2446,0.09844,-0.71732,-0.27602,0.0887,0.16037,1.2831,-1.0395,0.017293,0.023601
10259,NIPSNAP3B,-3.9067,-5.0146,-0.47977,-0.39896,-0.98115,-0.12496,-0.14384,-0.43588,-1.7165,-0.27599,0.07141,0.19306
10260,NISCH,-4.1204,-3.6839,0.017523,-0.039456,0.20311,-0.095939,-0.5058,-0.022688,-1.9896,-0.29748,-0.26226,0.35574
10261,NIT1,-5.5667,-5.7662,-0.14091,0.060804,0.43709,-0.073564,0.094836,-0.013125,-1.317,-0.12401,-0.10592,0.17513
10262,NIT2,-4.3611,-3.8125,-0.37185,-0.34289,-0.063979,-0.13473,-0.84362,-0.01084,-3.2181,-0.44351,-0.33273,0.11486
10263,NKAIN1,-4.7113,-4.7651,-0.10474,-0.27336,-0.35554,-1.0069,-0.78361,-1.3956,-0.27548,-0.36509,-0.10249,-0.0043719
10264,NKAIN2,-4.968,-5.3605,-0.16581,0.45695,0.029962,0.1049,-0.016674,-0.064586,-7.7415,-0.42808,0.080097,-0.019367
10265,NKAIN3,-4.6298,-4.1885,-0.0076035,0.17099,-1.3818,0.10824,0.018274,-0.26803,0.18748,-0.0062265,0.20033,-0.31319
10266,NKAIN4,-6.1319,-5.0523,0.093845,0.70317,-0.76073,-0.14771,-0.10492,0.0054129,-0.80116,-0.068584,-0.20913,0.0029722
10267,NKAP,-5.4174,-4.0898,-0.34097,-0.95889,-1.0103,-0.70374,-1.0441,-0.59043,-5.5519,-0.50604,0.16009,-0.05933
10268,NKAPL,-5.0529,-3.7993,-0.19537,0.16947,1.2029,-0.0035467,-0.65722,-1.2475,-3.5841,0.6651,0.5047,0.64148
10269,NKD1,-4.0945,-3.2163,0.023588,-0.56516,-2.7584,-0.24864,-0.52196,-0.068812,0.35632,-0.7224,0.69999,0.34594
10270,NKD2,-3.7654,-4.5605,-0.16073,-0.49943,-1.4944,-0.29606,-0.12151,0.45018,-4.1876,-0.060971,0.23875,0.26172
10271,NKG7,-4.6002,-4.5462,0.19405,-0.27119,-0.10545,-0.23369,-0.059834,0.16475,-0.70606,0.044492,0.067376,0.06663
10272,NKIRAS1,-5.6568,-5.5039,0.15408,0.70411,0.346,-0.071778,-0.25163,-0.11102,-3.8149,-0.26111,0.14515,0.11005
10273,NKIRAS2,-4.6253,-4.054,-0.30164,0.32123,-1.046,-0.3922,-0.17329,-0.60774,0.96925,0.10384,-0.069798,0.41165
10274,NKRF,-5.5667,-3.8207,-0.1753,0.82087,-0.42344,0.053439,-0.61389,0.059628,-0.71268,-0.92052,-0.15639,0.52028
10275,NKTR,-4.9552,-4.8204,-0.77792,-0.4505,-1.1172,-0.74368,-0.34123,-1.2048,-0.31766,-0.052678,1.0246,0.29161
10276,NKX1-2,-4.3644,-3.9092,-0.23566,-0.21917,-3.1466,-0.37093,-0.35835,-1.4038,-1.7885,-0.45676,-0.33887,-0.086136
10277,NKX2-1,-4.1536,-4.3947,0.24122,0.71684,-1.7909,-0.17882,-0.47618,-0.46915,-3.6921,-0.015019,-0.0050368,-0.50457
10278,NKX2-2,-4.1536,-2.7164,-0.36787,-0.38183,-0.86205,-0.60612,-0.017554,-1.1231,-3.7758,-0.50614,-0.25294,-0.25303
10279,NKX2-3,-5.1076,-2.7411,0.081792,-0.18871,-1.0131,-0.51092,-0.44615,0.054343,-0.21277,-0.78533,-0.20255,-0.05421
10280,NKX2-4,-4.9972,-4.4513,0.027968,0.31375,-2.7669,-0.54519,-0.2604,-0.49304,-5.2314,-0.45666,-1.2583,-1.1785
10281,NKX2-5,-4.4056,-3.3593,0.14758,-0.19979,-0.4232,-0.74372,-0.79761,-0.49503,-0.71622,-0.38178,0.32872,-0.11411
10282,NKX2-8,-5.9057,-4.4536,0.23167,-0.72542,-0.2087,0.40003,-0.33084,-0.25992,-0.92248,-0.049375,-0.062081,0.090181
10283,NKX3-1,-5.1146,-4.3623,-0.16957,-0.10501,-0.13536,-0.2726,0.10591,0.321,-0.66964,-0.77142,-0.2978,-0.10506
10284,NKX3-2,-4.051,-5.1967,-0.013132,0.58034,-0.34208,-0.35705,-0.43827,-0.23817,-3.5068,-0.49402,-0.44461,-0.0041674
10285,NKX6-1,-5.3748,-3.5922,-0.079352,-0.25893,1.487,-0.35099,-0.32578,-0.36103,0.4708,0.078563,-0.013825,-0.385
10286,NKX6-2,-4.4967,-4.5453,-0.23009,1.0491,-0.388,-0.4394,-0.20317,-0.27956,-3.8115,-0.80211,-0.17278,-0.45359
10287,NKX6-3,-4.4593,-4.8604,-0.25671,-0.78378,-1.9176,-0.46084,-0.57165,-0.2303,-2.312,0.30393,0.87476,0.47941
10288,NLE1,-6.1677,-5.421,-0.10547,-0.063809,-0.97783,-1.2715,-1.5636,-2.2236,4.5907,2.6264,0.814,0.23559
10289,NLGN1,-5.3434,-4.7165,0.10104,0.50264,-0.66994,0.060445,-0.15716,0.055372,-4.551,-1.0882,0.17091,-0.20625
10290,NLGN2,-5.8321,-4.6756,-0.44416,-0.50192,0.14836,-0.25686,-0.16154,-1.0445,-4.0929,-1.1423,-0.64012,-0.60239
10291,NLGN3,-4.4176,-3.3604,-0.16441,-0.33454,-1.3329,0.040743,-0.55059,-0.84835,-3.4215,0.05476,-0.34969,-0.083589
10292,NLGN4X,-5.0192,-4.223,6.2782e-05,-0.01978,-0.11488,0.37245,-0.24491,-0.7573,-1.8117,-0.34585,-0.28051,-0.57124
10293,NLGN4Y,-4.2919,-4.6617,-0.036757,0.91323,-2.0879,0.1367,-0.0067151,-1.0859,-2.8706,-0.71748,0.11977,-0.082503
10294,NLK,-5.1829,-4.4702,-0.38118,0.92113,-0.40889,-0.057948,0.0022311,-0.084399,-6.2779,0.4434,0.68688,0.171
10295,NLN,-5.3783,-4.0254,-0.34898,0.40646,-2.1396,0.23539,-0.50615,0.29837,-1.1022,-0.58349,0.11014,0.020424
10296,NLRC3,-5.6355,-5.3816,-0.25309,0.38758,-0.22542,-0.60095,-0.25654,-0.24224,-3.2672,-1.125,-0.063387,-0.27586
10297,NLRC4,-5.6232,-4.7857,-0.099866,0.48799,0.07096,0.46774,-0.051026,-0.31189,-2.9737,-0.74307,-0.21843,-0.040359
10298,NLRC5,-4.6822,-3.3578,0.1315,-1.2128,-1.6051,-0.55845,-0.70461,-1.0305,0.17783,-0.22149,-0.2128,0.023828
10299,NLRP1,-4.0095,-3.9473,-0.1772,0.86897,-2.4542,-0.52422,-0.36226,-1.0886,-7.6375,-0.51738,-0.32695,-0.54475
10300,NLRP10,-5.9042,-4.9952,-0.023722,0.47554,-0.25675,-0.35083,-0.34103,-1.3801,-1.6115,0.44192,-0.05712,0.01662
10301,NLRP11,-5.055,-5.0101,0.18211,0.83158,0.48679,-0.18152,-0.72566,-0.70047,-6.3978,0.00080094,0.18603,-0.12473
10302,NLRP12,-4.2694,-3.6677,-0.14399,0.15225,-1.144,-0.85681,-0.65415,-1.7391,1.2276,-0.53188,-0.051349,0.17379
10303,NLRP13,-5.3931,-5.1579,-0.1564,-0.56473,-2.4426,0.06826,-0.31452,0.47043,-4.3325,-0.62642,-0.1494,-0.12104
10304,NLRP14,-5.3367,-4.1453,-0.29002,0.53366,-0.16907,-0.033527,-0.18512,-1.0841,-1.3498,-0.53534,-0.2835,-0.65783
10305,NLRP2,-4.6886,-4.7017,-0.17109,0.46115,0.23869,0.15144,-0.16399,-0.56919,0.51841,-0.74318,-0.16009,-0.29143
10306,NLRP3,-6.1946,-2.5136,-0.037067,0.133,-0.18512,-0.11591,-0.39248,-0.39768,-3.1901,-0.39432,-0.13617,0.10868
10307,NLRP4,-5.5584,-5.1396,-0.012404,0.63535,-1.0514,0.0033187,-0.47965,0.37105,-6.8891,-0.54672,0.07253,-0.050435
10308,NLRP5,-4.6388,-5.8406,-0.18311,0.58782,0.38126,-0.14769,-0.66979,-0.82307,-3.6904,-0.36359,0.13051,-0.99996
10309,NLRP6,-4.4982,-3.4166,-0.15906,-0.54426,1.4438,0.25963,-0.98143,0.12113,-4.8251,0.24544,-0.24871,-0.044643
10310,NLRP7,-6.056,-4.5553,-0.36002,0.0048745,-0.68964,0.26726,0.13347,-0.60332,-4.6298,-0.74141,0.070516,-0.037584
10311,NLRP8,-4.1492,-5.0534,0.2618,-0.24432,-1.4699,-0.069794,0.18861,-0.85604,-6.7325,-0.11859,-0.23237,-0.85989
10312,NLRP9,-5.1062,-5.3713,0.00015183,-0.096055,0.0018447,-0.1256,0.26676,-0.39032,-4.5554,0.57978,0.17416,0.026797
10313,NLRX1,-4.2605,-4.7555,-0.25907,0.18409,0.54741,-0.041951,-0.26648,-0.23106,-3.7302,-0.50254,-0.53506,-0.16478
10314,NMB,-4.9258,-3.6267,-0.076898,1.3428,-0.015388,-0.38194,-0.66797,-0.28729,-3.7373,-0.035475,-0.069546,0.16336
10315,NMBR,-5.4439,-5.0468,-0.065374,0.056086,-0.34109,-0.49287,-0.15531,-1.4767,-1.843,-0.45501,0.13995,0.38489
10316,NMD3,-5.5605,-4.6462,-0.47492,-1.6219,0.65203,-0.62195,-0.11222,-0.092661,3.4433,1.5261,1.025,0.92966
10317,NME1,-7.1232,-4.6776,0.41265,-1.1698,-0.054681,-0.17882,0.17821,0.28952,0.56079,0.040489,-0.033245,0.22061
10318,NME1-NME2,-5.6437,-4.4835,-0.33012,0.48548,0.4585,-0.7853,-1.0284,-1.3536,-2.4637,0.28812,-0.013926,-0.12869
10319,NME2,-5.1697,-5.2629,-0.4539,-0.49426,0.73623,-0.39197,-0.94404,-0.85381,-1.1093,0.16645,0.3167,0.12182
10320,NME3,-4.4811,-4.7502,-0.42401,0.10353,-0.40956,-0.68081,-0.76869,-0.66217,-1.8642,0.32786,0.76315,0.87443
10321,NME4,-5.8299,-5.4243,-0.077476,0.44052,0.57187,-0.33656,-0.033134,-0.8119,-4.6459,-0.0046292,-0.075293,0.070604
10322,NME5,-6.0088,-5.154,0.054998,0.6756,0.048771,-0.19549,-0.25534,-0.049391,-0.44427,-0.2061,-0.32903,0.38582
10323,NME6,-4.5382,-4.5872,0.45427,-1.0571,-1.9797,-0.36067,-0.46292,0.56111,-0.55421,2.5811,2.2752,-0.90568
10324,NME7,-6.0477,-5.6921,-0.36558,-0.12774,0.18816,-0.52441,-0.76178,-0.83071,-5.0787,-1.1891,-0.092607,-0.016703
10325,NME8,-3.9067,-4.387,-0.25067,-0.21438,-1.2218,-0.2567,0.018031,0.22517,-0.44456,-0.89387,-0.38066,-0.48059
10326,NME9,-6.3424,-5.5881,-0.14434,0.45015,0.32324,0.57814,-0.11328,-1.2007,-0.2787,-0.44407,-0.19448,-0.058725
10327,NMI,-5.622,-4.6023,-0.41168,0.99682,-0.88107,0.24851,-0.094202,0.050998,0.27113,-0.86316,0.0096325,-0.27753
10328,NMNAT1,-5.2248,-4.368,-0.5719,-0.49173,-1.5458,-0.21811,-0.35891,-1.3529,-6.8766,-0.16736,0.33744,0.33341
10329,NMNAT2,-4.2826,-4.3562,-0.56771,-0.023938,0.91296,-0.10338,-0.42923,0.44571,-4.5326,-0.13233,-0.2413,-0.20862
10330,NMNAT3,-5.2539,-4.3947,-0.024315,0.56731,-0.77198,-0.52367,-0.36697,0.26354,-5.6794,-0.78685,-0.34177,-0.40769
10331,NMRK1,-3.9698,-5.5438,0.10176,0.07464,-0.78616,0.22407,-0.38871,-0.69372,0.057417,-0.4395,0.158,0.30547
10332,NMRK2,-3.37,-4.8944,-0.1641,0.013506,-0.69552,-0.13274,0.048717,-0.75146,-1.0423,-0.015961,0.26833,0.35667
10333,NMS,-4.2309,-4.1635,0.097256,0.41452,-0.98282,-0.22921,-0.70719,-0.74271,0.42417,-0.62553,0.07541,-0.12072
10334,NMT1,-5.3628,-4.6822,-0.65862,-1.3525,-3.5811,-1.2254,-0.98939,0.48469,-2.3413,0.31338,1.0398,0.4457
10335,NMT2,-4.9332,-5.8579,-0.29287,1.5158,-0.90156,-0.075331,0.03175,-0.37456,-4.1548,-0.54335,-0.23682,-0.27966
10336,NMU,-5.7848,-5.1162,0.26878,0.18468,-0.33146,0.43968,0.43063,0.081988,0.65328,-0.66589,-0.039534,0.21104
10337,NMUR1,-5.0516,-4.6457,-0.043744,0.25831,-2.1826,-0.15647,-0.27755,-1.1584,-0.59043,-0.59542,0.011012,-0.25256
